# A	A0002,A0004,A0005,A0006,A0010,A0011,A0016,A0022,A0033,A0035,A0036,A0039,A0048,A0051,A0052,A0069,A0070,A0077,A0115,A0117,A0130,A0135,A0141,A0145,A0147,A0149,A0154,A0160,A0181,A0196,A0197,A0205,A0220,A0222,A0229,A0231,A0237,A0245,A0251,A0258,A0271,A0275
# B	B0026,B0028,B0044,B0061,B0102,B0103,B0104,B0110,B0111,B0119,B0120,B0123,B0133,B0153,B0155,B0161,B0163,B0166,B0167,B0171,B0173,B0174,B0175,B0177,B0183,B0186,B0189,B0195,B0206,B0213,B0221,B0227,B0235,B0238,B0240,B0247,B0253,B0259,B0264,B0266,B0269,B0277
# C	C0003,C0007,C0019,C0021,C0027,C0034,C0041,C0043,C0046,C0047,C0049,C0073,C0074,C0076,C0079,C0080,C0083,C0112,C0116,C0127,C0129,C0137,C0138,C0146,C0148,C0168,C0185,C0188,C0192,C0194,C0198,C0209,C0211,C0215,C0249,C0252,C0254
# D	D0001,D0009,D0012,D0013,D0014,D0017,D0018,D0020,D0023,D0025,D0037,D0038,D0040,D0042,D0045,D0050,D0065,D0066,D0067,D0068,D0071,D0072,D0075,D0081,D0108,D0118,D0121,D0126,D0139,D0170,D0201,D0210,D0223,D0224,D0236,D0244,D0250,D0256,D0262,D0263,D0278
# E	E0105,E0122,E0124,E0128,E0131,E0132,E0134,E0136,E0150,E0151,E0157,E0158,E0165,E0169,E0182,E0184,E0187,E0193,E0199,E0202,E0203,E0208,E0214,E0217,E0218,E0225,E0226,E0228,E0230,E0233,E0234,E0239,E0242,E0243,E0246,E0248,E0255,E0260,E0261,E0265
# F1	F10029,F10030,F10031,F10032,F10053,F10054,F10055,F10056,F10057,F10058,F10059,F10060,F10062,F10063,F10064,F10078,F10082,F10084,F10085,F10086,F10087,F10088,F10089,F10090,F10091,F10092,F10093,F10094,F10095,F10096,F10140,F10142,F10143,F10144,F10267,F10268,F10274,F10276,F10279,F10281,F10282,F10283,F10284,F10286,F10287,F10288
# F2	F20024,F20097,F20106,F20107,F20113,F20162,F20172,F20176,F20178,F20180,F20190,F20191,F20207,F20212,F20219
# G	G0098,G0099,G0100,G0101,G0109,G0152,G0179
# Locus ID	Chr	BP	Pop ID	N	Haplotype Cnt	Gene Diversity	Smoothed Gene Diversity	Smoothed Gene Diversity P-value	Haplotype Diversity	Smoothed Haplotype Diversity	Smoothed Haplotype Diversity P-value	HWE P-value	HWE P-value SE	Haplotypes
94	un	1274	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	C:77;T:3
94	un	1274	F1	90	2	0.10612	0.00000	0.00000	0.10612	0.00000	0.00000	0.00000	0.00000	C:85;T:5
94	un	1274	F2	30	2	0.06667	0.00000	0.00000	0.06667	0.00000	0.00000	0.00000	0.00000	C:29;T:1
94	un	1274	G	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:14
119	un	1955	A	84	2	0.46472	0.00000	0.00000	0.46472	0.00000	0.00000	0.00000	0.00000	A:54;C:30
119	un	1955	B	82	2	0.41915	0.00000	0.00000	0.41915	0.00000	0.00000	0.00000	0.00000	A:58;C:24
119	un	1955	C	74	2	0.41207	0.00000	0.00000	0.41207	0.00000	0.00000	0.00000	0.00000	A:53;C:21
119	un	1955	D	80	2	0.37975	0.00000	0.00000	0.37975	0.00000	0.00000	0.00000	0.00000	A:60;C:20
119	un	1955	E	76	2	0.39298	0.00000	0.00000	0.39298	0.00000	0.00000	0.00000	0.00000	A:56;C:20
119	un	1955	F1	86	2	0.34829	0.00000	0.00000	0.34829	0.00000	0.00000	0.00000	0.00000	A:67;C:19
119	un	1955	F2	30	2	0.43448	0.00000	0.00000	0.43448	0.00000	0.00000	0.00000	0.00000	A:21;C:9
119	un	1955	G	10	2	0.53333	0.00000	0.00000	0.53333	0.00000	0.00000	0.00000	0.00000	A:6;C:4
125	un	2662	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:84
125	un	2662	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	C:82;G:2
125	un	2662	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:70;G:4
125	un	2662	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	C:80;G:2
125	un	2662	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	C:76;G:4
125	un	2662	F1	92	2	0.24534	0.00000	0.00000	0.24534	0.00000	0.00000	0.00000	0.00000	C:79;G:13
125	un	2662	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
125	un	2662	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:10;G:4
181	un	3384	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:84
181	un	3384	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	C:82;T:2
181	un	3384	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:70;T:4
181	un	3384	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	C:80;T:2
181	un	3384	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	C:76;T:4
181	un	3384	F1	92	2	0.22934	0.00000	0.00000	0.22934	0.00000	0.00000	0.00000	0.00000	C:80;T:12
181	un	3384	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
181	un	3384	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:10;T:4
185	un	4159	A	84	2	0.23035	0.00000	0.00000	0.23035	0.00000	0.00000	0.00000	0.00000	C:73;T:11
185	un	4159	B	84	2	0.15462	0.00000	0.00000	0.15462	0.00000	0.00000	0.00000	0.00000	C:77;T:7
185	un	4159	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:70;T:4
185	un	4159	D	82	2	0.17826	0.00000	0.00000	0.17826	0.00000	0.00000	0.00000	0.00000	C:74;T:8
185	un	4159	E	80	2	0.18228	0.00000	0.00000	0.18228	0.00000	0.00000	0.00000	0.00000	C:72;T:8
185	un	4159	F1	92	2	0.14214	0.00000	0.00000	0.14214	0.00000	0.00000	0.00000	0.00000	C:85;T:7
185	un	4159	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
185	un	4159	G	14	2	0.26374	0.00000	0.00000	0.26374	0.00000	0.00000	0.00000	0.00000	C:12;T:2
229	un	4894	A	84	2	0.48766	0.00000	0.00000	0.48766	0.00000	0.00000	0.00000	0.00000	C:34;G:50
229	un	4894	B	78	2	0.45022	0.00000	0.00000	0.45022	0.00000	0.00000	0.00000	0.00000	C:26;G:52
229	un	4894	C	72	2	0.49726	0.00000	0.00000	0.49726	0.00000	0.00000	0.00000	0.00000	C:31;G:41
229	un	4894	D	78	2	0.50117	0.00000	0.00000	0.50117	0.00000	0.00000	0.00000	0.00000	C:35;G:43
229	un	4894	E	72	2	0.46792	0.00000	0.00000	0.46792	0.00000	0.00000	0.00000	0.00000	C:26;G:46
229	un	4894	F1	88	2	0.46160	0.00000	0.00000	0.46160	0.00000	0.00000	0.00000	0.00000	C:31;G:57
229	un	4894	F2	30	2	0.49655	0.00000	0.00000	0.49655	0.00000	0.00000	0.00000	0.00000	C:12;G:18
229	un	4894	G	14	2	0.53846	0.00000	0.00000	0.53846	0.00000	0.00000	0.00000	0.00000	C:7;G:7
308	un	5598	A	82	2	0.27010	0.00000	0.00000	0.27010	0.00000	0.00000	0.00000	0.00000	G:69;T:13
308	un	5598	B	82	2	0.25294	0.00000	0.00000	0.25294	0.00000	0.00000	0.00000	0.00000	G:70;T:12
308	un	5598	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	G:70;T:4
308	un	5598	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	G:80;T:2
308	un	5598	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	G:76;T:4
308	un	5598	F1	92	2	0.08409	0.00000	0.00000	0.08409	0.00000	0.00000	0.00000	0.00000	G:88;T:4
308	un	5598	F2	30	2	0.18621	0.00000	0.00000	0.18621	0.00000	0.00000	0.00000	0.00000	G:27;T:3
308	un	5598	G	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:14
379	un	6334	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:84
379	un	6334	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:82;C:2
379	un	6334	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:70;C:4
379	un	6334	D	82	2	0.02439	0.00000	0.00000	0.02439	0.00000	0.00000	0.00000	0.00000	A:81;C:1
379	un	6334	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	A:76;C:4
379	un	6334	F1	92	2	0.22934	0.00000	0.00000	0.22934	0.00000	0.00000	0.00000	0.00000	A:80;C:12
379	un	6334	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
379	un	6334	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;C:4
434	un	6868	A	80	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:80
434	un	6868	B	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	C:80;G:2
434	un	6868	C	62	2	0.09360	0.00000	0.00000	0.09360	0.00000	0.00000	0.00000	0.00000	C:59;G:3
434	un	6868	D	78	2	0.02564	0.00000	0.00000	0.02564	0.00000	0.00000	0.00000	0.00000	C:77;G:1
434	un	6868	E	76	2	0.07684	0.00000	0.00000	0.07684	0.00000	0.00000	0.00000	0.00000	C:73;G:3
434	un	6868	F1	92	2	0.24534	0.00000	0.00000	0.24534	0.00000	0.00000	0.00000	0.00000	C:79;G:13
434	un	6868	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:30
434	un	6868	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:10;G:4
446	un	7612	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:84
446	un	7612	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:82;T:2
446	un	7612	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:70;T:4
446	un	7612	D	80	2	0.02500	0.00000	0.00000	0.02500	0.00000	0.00000	0.00000	0.00000	A:79;T:1
446	un	7612	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	A:76;T:4
446	un	7612	F1	88	2	0.22126	0.00000	0.00000	0.22126	0.00000	0.00000	0.00000	0.00000	A:77;T:11
446	un	7612	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
446	un	7612	G	14	2	0.49451	0.00000	0.00000	0.49451	0.00000	0.00000	0.00000	0.00000	A:9;T:5
465	un	8345	A	84	2	0.19363	0.00000	0.00000	0.19363	0.00000	0.00000	0.00000	0.00000	C:75;G:9
465	un	8345	B	84	2	0.19363	0.00000	0.00000	0.19363	0.00000	0.00000	0.00000	0.00000	C:75;G:9
465	un	8345	C	74	2	0.19548	0.00000	0.00000	0.19548	0.00000	0.00000	0.00000	0.00000	C:66;G:8
465	un	8345	D	82	2	0.13731	0.00000	0.00000	0.13731	0.00000	0.00000	0.00000	0.00000	C:76;G:6
465	un	8345	E	80	2	0.22152	0.00000	0.00000	0.22152	0.00000	0.00000	0.00000	0.00000	C:70;G:10
465	un	8345	F1	92	2	0.17845	0.00000	0.00000	0.17845	0.00000	0.00000	0.00000	0.00000	C:83;G:9
465	un	8345	F2	30	2	0.06667	0.00000	0.00000	0.06667	0.00000	0.00000	0.00000	0.00000	C:29;G:1
465	un	8345	G	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:14
467	un	9123	A	84	2	0.15462	0.00000	0.00000	0.15462	0.00000	0.00000	0.00000	0.00000	A:7;G:77
467	un	9123	B	84	2	0.28112	0.00000	0.00000	0.28112	0.00000	0.00000	0.00000	0.00000	A:14;G:70
467	un	9123	C	72	2	0.24257	0.00000	0.00000	0.24257	0.00000	0.00000	0.00000	0.00000	A:10;G:62
467	un	9123	D	82	2	0.21680	0.00000	0.00000	0.21680	0.00000	0.00000	0.00000	0.00000	A:10;G:72
467	un	9123	E	80	2	0.30854	0.00000	0.00000	0.30854	0.00000	0.00000	0.00000	0.00000	A:15;G:65
467	un	9123	F1	92	2	0.21285	0.00000	0.00000	0.21285	0.00000	0.00000	0.00000	0.00000	A:11;G:81
467	un	9123	F2	30	2	0.28736	0.00000	0.00000	0.28736	0.00000	0.00000	0.00000	0.00000	A:5;G:25
467	un	9123	G	14	2	0.14286	0.00000	0.00000	0.14286	0.00000	0.00000	0.00000	0.00000	A:1;G:13
494	un	9820	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:84
494	un	9820	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:82;G:2
494	un	9820	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:70;G:4
494	un	9820	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	A:80;G:2
494	un	9820	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	A:76;G:4
494	un	9820	F1	90	2	0.21698	0.00000	0.00000	0.21698	0.00000	0.00000	0.00000	0.00000	A:79;G:11
494	un	9820	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
494	un	9820	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;G:4
510	un	10617	A	78	2	0.46620	0.00000	0.00000	0.46620	0.00000	0.00000	0.00000	0.00000	A:50;C:28
510	un	10617	B	78	2	0.50616	0.00000	0.00000	0.50616	0.00000	0.00000	0.00000	0.00000	A:40;C:38
510	un	10617	C	72	2	0.49726	0.00000	0.00000	0.49726	0.00000	0.00000	0.00000	0.00000	A:41;C:31
510	un	10617	D	80	2	0.48608	0.00000	0.00000	0.48608	0.00000	0.00000	0.00000	0.00000	A:48;C:32
510	un	10617	E	80	2	0.48608	0.00000	0.00000	0.48608	0.00000	0.00000	0.00000	0.00000	A:48;C:32
510	un	10617	F1	92	2	0.49689	0.00000	0.00000	0.49689	0.00000	0.00000	0.00000	0.00000	A:40;C:52
510	un	10617	F2	30	2	0.48046	0.00000	0.00000	0.48046	0.00000	0.00000	0.00000	0.00000	A:19;C:11
510	un	10617	G	14	2	0.49451	0.00000	0.00000	0.49451	0.00000	0.00000	0.00000	0.00000	A:5;C:9
514	un	11372	A	84	2	0.13425	0.00000	0.00000	0.13425	0.00000	0.00000	0.00000	0.00000	G:6;T:78
514	un	11372	B	84	2	0.21228	0.00000	0.00000	0.21228	0.00000	0.00000	0.00000	0.00000	G:10;T:74
514	un	11372	C	74	2	0.23695	0.00000	0.00000	0.23695	0.00000	0.00000	0.00000	0.00000	G:10;T:64
514	un	11372	D	82	2	0.27010	0.00000	0.00000	0.27010	0.00000	0.00000	0.00000	0.00000	G:13;T:69
514	un	11372	E	80	2	0.22152	0.00000	0.00000	0.22152	0.00000	0.00000	0.00000	0.00000	G:10;T:70
514	un	11372	F1	88	2	0.41144	0.00000	0.00000	0.41144	0.00000	0.00000	0.00000	0.00000	G:25;T:63
514	un	11372	F2	30	2	0.18621	0.00000	0.00000	0.18621	0.00000	0.00000	0.00000	0.00000	G:3;T:27
514	un	11372	G	14	2	0.49451	0.00000	0.00000	0.49451	0.00000	0.00000	0.00000	0.00000	G:5;T:9
542	un	12063	A	82	2	0.36043	0.00000	0.00000	0.36043	0.00000	0.00000	0.00000	0.00000	A:63;T:19
542	un	12063	B	84	2	0.32674	0.00000	0.00000	0.32674	0.00000	0.00000	0.00000	0.00000	A:67;T:17
542	un	12063	C	74	2	0.29359	0.00000	0.00000	0.29359	0.00000	0.00000	0.00000	0.00000	A:61;T:13
542	un	12063	D	78	2	0.33034	0.00000	0.00000	0.33034	0.00000	0.00000	0.00000	0.00000	A:62;T:16
542	un	12063	E	78	2	0.33034	0.00000	0.00000	0.33034	0.00000	0.00000	0.00000	0.00000	A:62;T:16
542	un	12063	F1	92	2	0.44434	0.00000	0.00000	0.44434	0.00000	0.00000	0.00000	0.00000	A:62;T:30
542	un	12063	F2	30	2	0.12874	0.00000	0.00000	0.12874	0.00000	0.00000	0.00000	0.00000	A:28;T:2
542	un	12063	G	14	2	0.52747	0.00000	0.00000	0.52747	0.00000	0.00000	0.00000	0.00000	A:8;T:6
559	un	12798	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:84
559	un	12798	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	G:82;T:2
559	un	12798	C	72	2	0.13106	0.00000	0.00000	0.13106	0.00000	0.00000	0.00000	0.00000	G:67;T:5
559	un	12798	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	G:80;T:2
559	un	12798	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	G:76;T:4
559	un	12798	F1	92	2	0.26087	0.00000	0.00000	0.26087	0.00000	0.00000	0.00000	0.00000	G:78;T:14
559	un	12798	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:30
559	un	12798	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	G:10;T:4
591	un	13538	A	84	2	0.06971	0.00000	0.00000	0.06971	0.00000	0.00000	0.00000	0.00000	C:81;T:3
591	un	13538	B	84	2	0.11331	0.00000	0.00000	0.11331	0.00000	0.00000	0.00000	0.00000	C:79;T:5
591	un	13538	C	74	2	0.05331	0.00000	0.00000	0.05331	0.00000	0.00000	0.00000	0.00000	C:72;T:2
591	un	13538	D	80	2	0.16171	0.00000	0.00000	0.16171	0.00000	0.00000	0.00000	0.00000	C:73;T:7
591	un	13538	E	78	2	0.07493	0.00000	0.00000	0.07493	0.00000	0.00000	0.00000	0.00000	C:75;T:3
591	un	13538	F1	86	2	0.11081	0.00000	0.00000	0.11081	0.00000	0.00000	0.00000	0.00000	C:81;T:5
591	un	13538	F2	30	2	0.12874	0.00000	0.00000	0.12874	0.00000	0.00000	0.00000	0.00000	C:28;T:2
591	un	13538	G	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
612	un	14298	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:84
612	un	14298	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	A:82;C:2
612	un	14298	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:70;C:4
612	un	14298	D	82	2	0.04818	0.00000	0.00000	0.04818	0.00000	0.00000	0.00000	0.00000	A:80;C:2
612	un	14298	E	80	2	0.07310	0.00000	0.00000	0.07310	0.00000	0.00000	0.00000	0.00000	A:77;C:3
612	un	14298	F1	92	2	0.24534	0.00000	0.00000	0.24534	0.00000	0.00000	0.00000	0.00000	A:79;C:13
612	un	14298	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:30
612	un	14298	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	A:10;C:4
614	un	15054	A	84	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:84
614	un	15054	B	84	2	0.04705	0.00000	0.00000	0.04705	0.00000	0.00000	0.00000	0.00000	C:2;T:82
614	un	15054	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	C:4;T:70
614	un	15054	D	80	2	0.02500	0.00000	0.00000	0.02500	0.00000	0.00000	0.00000	0.00000	C:1;T:79
614	un	15054	E	80	2	0.09620	0.00000	0.00000	0.09620	0.00000	0.00000	0.00000	0.00000	C:4;T:76
614	un	15054	F1	90	2	0.23371	0.00000	0.00000	0.23371	0.00000	0.00000	0.00000	0.00000	C:12;T:78
614	un	15054	F2	30	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:30
614	un	15054	G	14	2	0.43956	0.00000	0.00000	0.43956	0.00000	0.00000	0.00000	0.00000	C:4;T:10
620	un	15876	A	82	2	0.11593	0.00000	0.00000	0.11593	0.00000	0.00000	0.00000	0.00000	A:5;G:77
620	un	15876	B	84	2	0.11331	0.00000	0.00000	0.11331	0.00000	0.00000	0.00000	0.00000	A:5;G:79
620	un	15876	C	74	2	0.10367	0.00000	0.00000	0.10367	0.00000	0.00000	0.00000	0.00000	A:4;G:70
620	un	15876	D	82	2	0.15808	0.00000	0.00000	0.15808	0.00000	0.00000	0.00000	0.00000	A:7;G:75
620	un	15876	E	78	2	0.22644	0.00000	0.00000	0.22644	0.00000	0.00000	0.00000	0.00000	A:10;G:68
620	un	15876	F1	88	2	0.22126	0.00000	0.00000	0.22126	0.00000	0.00000	0.00000	0.00000	A:11;G:77
620	un	15876	F2	30	2	0.06667	0.00000	0.00000	0.06667	0.00000	0.00000	0.00000	0.00000	A:1;G:29
620	un	15876	G	10	2	0.20000	0.00000	0.00000	0.20000	0.00000	0.00000	0.00000	0.00000	A:1;G:9
626	un	16653	A	82	2	0.46281	0.00000	0.00000	0.46281	0.00000	0.00000	0.00000	0.00000	A:29;G:53
626	un	16653	B	82	2	0.49533	0.00000	0.00000	0.49533	0.00000	0.00000	0.00000	0.00000	A:35;G:47
626	un	16653	C	72	2	0.49726	0.00000	0.00000	0.49726	0.00000	0.00000	0.00000	0.00000	A:31;G:41
626	un	16653	D	80	2	0.50633	0.00000	0.00000	0.50633	0.00000	0.00000	0.00000	0.00000	A:40;G:40
626	un	16653	E	76	2	0.49789	0.00000	0.00000	0.49789	0.00000	0.00000	0.00000	0.00000	A:33;G:43
626	un	16653	F1	86	2	0.50479	0.00000	0.00000	0.50479	0.00000	0.00000	0.00000	0.00000	A:45;G:41
